run_at,data_through,id,closed_trades,open_positions,return,profit_factor,max_drawdown
2026-09-25T18:22+00:00,2026-09-25 00:00:00+00:00,trend_pullback_4h,7,0,0.0017969117717695493,1.0710828815488205,0.02697334091861814
2026-09-25T18:22+00:00,2026-09-25 00:00:00+00:00,funding_momentum_1h,17,2,-0.02480300577809047,0.5260994776510495,0.03975163652019165
2026-09-25T18:22+00:00,2026-09-25 00:00:00+00:00,vol_breakout_4h,0,0,0.0,0.0,0.0
