run_at,data_through,id,closed_trades,open_positions,return,profit_factor,max_drawdown
2026-09-26T08:48+00:00,2026-09-26 00:00:00+00:00,trend_pullback_4h,0,0,0.0,0.0,0.0
2026-09-26T08:48+00:00,2026-09-26 00:00:00+00:00,funding_momentum_1h,0,0,0.0,0.0,0.0
2026-09-26T08:48+00:00,2026-09-26 00:00:00+00:00,vol_breakout_4h,0,0,0.0,0.0,0.0
